"행정구역","2020년07월_남_총인구수","2020년07월_남_연령구간인구수","2020년07월_남_0~9세","2020년07월_남_10~19세","2020년07월_남_20~29세","2020년07월_남_30~39세","2020년07월_남_40~49세","2020년07월_남_50~59세","2020년07월_남_60~69세","2020년07월_남_70~79세","2020년07월_남_80~89세","2020년07월_남_90~99세","2020년07월_남_100세 이상","2020년07월_여_총인구수","2020년07월_여_연령구간인구수","2020년07월_여_0~9세","2020년07월_여_10~19세","2020년07월_여_20~29세","2020년07월_여_30~39세","2020년07월_여_40~49세","2020년07월_여_50~59세","2020년07월_여_60~69세","2020년07월_여_70~79세","2020년07월_여_80~89세","2020년07월_여_90~99세","2020년07월_여_100세 이상"
"서울특별시 송파구 마천2동(1171055000)","10,051","10,051","474","747","1,347","1,292","1,496","1,956","1,625","811","282","15","6","9,741","9,741","491","686","1,156","1,057","1,350","1,873","1,619","977","404","101","27"
"서울특별시 송파구 방이1동(1171056100)","7,849","7,849","571","889","1,261","1,118","1,237","1,287","913","432","126","15","0","8,461","8,461","574","835","1,228","1,211","1,483","1,464","995","394","229","41","7"
"서울특별시 송파구 방이2동(1171056200)","12,364","12,364","685","690","2,192","2,907","1,801","1,722","1,428","728","196","13","2","13,819","13,819","572","622","2,909","3,051","1,887","1,964","1,691","779","283","60","1"
"서울특별시 송파구 오륜동(1171056600)","9,189","9,189","753","1,555","1,186","742","1,565","1,550","1,137","548","128","25","0","9,475","9,475","615","1,284","1,047","1,056","1,898","1,593","1,252","445","220","65","0"
"서울특별시 송파구 오금동(1171057000)","19,688","19,688","1,568","1,766","2,983","2,913","2,824","3,321","2,700","1,227","339","45","2","20,860","20,860","1,448","1,619","2,775","3,016","3,217","3,758","2,984","1,236","649","151","7"
"서울특별시 송파구 송파1동(1171058000)","11,810","11,810","665","706","2,099","2,710","1,674","1,643","1,369","728","197","18","1","13,372","13,372","673","727","2,549","2,853","1,885","1,972","1,636","750","261","57","9"
"서울특별시 송파구 송파2동(1171059000)","9,934","9,934","862","983","1,391","1,486","1,508","1,617","1,301","611","157","16","2","10,703","10,703","808","960","1,560","1,604","1,661","1,787","1,459","539","255","61","9"
"서울특별시 송파구 석촌동(1171060000)","15,803","15,803","880","1,008","2,583","3,515","2,499","2,322","1,803","909","257","27","0","17,290","17,290","836","971","3,153","3,682","2,548","2,542","2,086","1,059","356","50","7"
"서울특별시 송파구 삼전동(1171061000)","15,026","15,026","861","1,102","2,423","3,357","2,500","2,138","1,631","801","194","16","3","16,692","16,692","837","1,002","2,930","3,403","2,739","2,494","1,947","899","342","89","10"
"서울특별시 송파구 가락본동(1171062000)","13,521","13,521","893","988","2,113","2,479","1,947","2,339","1,749","763","221","25","4","13,753","13,753","811","943","2,206","2,379","1,998","2,463","1,781","769","341","57","5"
"서울특별시 송파구 가락1동(1171063100)","13,614","13,614","1,747","1,095","1,799","2,659","2,141","1,910","1,519","631","101","11","1","14,380","14,380","1,494","1,167","1,879","2,920","2,237","2,144","1,660","606","222","48","3"
"서울특별시 송파구 가락2동(1171063200)","16,330","16,330","1,377","1,914","2,343","2,367","2,749","2,576","1,915","824","240","24","1","16,943","16,943","1,256","1,706","2,345","2,528","2,990","2,764","2,045","843","378","81","7"
"서울특별시 송파구 문정1동(1171064100)","10,338","10,338","729","838","1,647","1,872","1,426","1,647","1,405","599","152","21","2","10,652","10,652","674","785","1,698","1,742","1,521","1,855","1,491","585","242","49","10"
"서울특별시 송파구 문정2동(1171064200)","13,778","13,778","895","771","2,075","3,577","2,092","1,739","1,484","805","300","36","4","15,991","15,991","889","751","3,249","4,184","2,232","1,811","1,652","774","366","78","5"
"서울특별시 송파구 장지동(1171064600)","14,840","14,840","1,292","1,483","2,099","2,463","2,381","2,371","1,712","812","208","19","0","15,894","15,894","1,249","1,408","2,075","2,456","2,507","2,674","2,015","916","450","139","5"
"서울특별시 송파구 위례동(1171064700)","13,773","13,773","2,368","1,768","1,351","2,328","2,914","1,598","946","415","76","9","0","14,555","14,555","2,325","1,812","1,366","2,753","2,806","1,646","1,144","437","196","67","3"
"서울특별시 송파구 잠실본동(1171065000)","13,644","13,644","679","916","2,321","3,041","2,154","1,977","1,553","770","212","19","2","15,228","15,228","640","942","2,874","3,204","2,330","2,210","1,810","854","305","48","11"
"서울특별시 송파구 잠실2동(1171067000)","17,443","17,443","2,188","3,008","1,553","1,730","4,170","2,572","1,286","719","190","16","11","19,038","19,038","2,114","2,960","1,791","2,577","4,690","2,206","1,527","816","271","67","19"
"서울특별시 송파구 잠실3동(1171068000)","16,914","16,914","1,751","2,042","1,922","2,054","2,899","2,570","2,141","1,203","297","32","3","18,609","18,609","1,625","1,957","2,108","2,651","3,384","2,705","2,488","1,198","378","105","10"
"서울특별시 송파구 잠실4동(1171069000)","10,586","10,586","1,541","1,205","1,020","1,406","2,117","1,447","1,108","573","144","20","5","11,366","11,366","1,424","1,129","1,046","1,898","2,242","1,479","1,290","576","215","52","15"
"서울특별시 송파구 잠실6동(1171071000)","8,182","8,182","748","887","997","1,077","1,279","1,261","1,158","560","182","27","6","9,054","9,054","754","842","1,048","1,375","1,468","1,424","1,238","589","251","59","6"
"서울특별시 송파구 잠실7동(1171072000)","4,689","4,689","324","451","611","506","647","815","680","457","179","19","0","5,368","5,368","294","628","695","597","793","864","765","461","219","49","3"
"서울특별시 강동구 (1174000000)","225,170","225,170","18,017","20,686","30,381","35,776","36,923","35,413","29,250","14,538","3,744","379","63","232,169","232,169","16,778","18,662","30,998","35,914","36,644","37,319","32,267","15,526","6,420","1,458","183"
"서울특별시 강동구 강일동(1174051500)","15,305","15,305","1,262","2,303","1,986","1,567","2,633","2,475","1,764","943","327","41","4","16,396","16,396","1,235","2,155","1,980","1,820","2,849","2,528","2,004","1,110","592","112","11"
"서울특별시 강동구 상일동(1174052000)","16,137","16,137","2,153","1,637","1,872","2,522","2,863","2,280","1,900","748","146","13","3","16,540","16,540","1,989","1,604","1,721","2,909","2,827","2,512","1,965","668","265","76","4"
"서울특별시 강동구 명일제1동(1174053000)","12,915","12,915","1,113","1,349","1,669","2,130","2,052","1,972","1,637","770","199","22","2","13,526","13,526","1,042","1,217","1,657","2,082","2,233","2,170","1,867","813","344","93","8"
"서울특별시 강동구 명일제2동(1174054000)","8,597","8,597","593","1,382","1,121","935","1,393","1,367","1,172","506","110","18","0","8,847","8,847","595","1,155","1,064","948","1,700","1,422","1,225","444","218","69","7"
"서울특별시 강동구 고덕제1동(1174055000)","13,421","13,421","1,679","1,992","1,379","1,765","2,758","1,795","1,339","520","161","23","10","12,999","12,999","1,531","1,478","1,159","2,043","2,711","1,755","1,364","564","273","105","16"
"서울특별시 강동구 고덕제2동(1174056000)","10,776","10,776","1,243","976","1,221","1,813","1,843","1,630","1,345","556","126","20","3","10,490","10,490","1,163","900","1,088","1,859","1,697","1,593","1,364","527","232","66","1"
"서울특별시 강동구 암사제1동(1174057000)","17,784","17,784","1,141","1,419","2,540","2,867","2,901","3,007","2,348","1,216","305","35","5","18,138","18,138","1,144","1,326","2,365","2,660","2,768","3,107","2,611","1,443","592","101","21"
"서울특별시 강동구 암사제2동(1174058000)","7,540","7,540","748","509","993","1,437","1,223","1,075","889","525","127","12","2","8,020","8,020","709","547","1,047","1,490","1,222","1,181","1,012","574","195","33","10"
"서울특별시 강동구 암사제3동(1174059000)","8,973","8,973","1,052","1,008","979","1,226","1,616","1,306","1,122","513","135","12","4","9,398","9,398","1,008","940","1,001","1,442","1,643","1,397","1,184","531","195","53","4"
"서울특별시 강동구 천호제1동(1174060000)","13,633","13,633","763","974","1,917","2,181","2,150","2,225","2,057","1,077","266","19","4","14,039","14,039","775","879","1,942","1,950","1,977","2,426","2,300","1,197","473","110","10"
"서울특별시 강동구 천호제2동(1174061000)","17,251","17,251","959","1,004","2,405","3,240","2,630","2,976","2,363","1,285","352","29","8","17,593","17,593","877","919","2,631","3,035","2,459","2,936","2,582","1,474","541","122","17"
"서울특별시 강동구 천호제3동(1174062000)","13,105","13,105","732","685","1,862","2,403","2,012","2,243","1,902","988","257","16","5","13,654","13,654","664","685","2,298","2,375","1,829","2,154","2,034","1,075","452","79","9"
"서울특별시 강동구 성내제1동(1174064000)","9,814","9,814","831","920","1,332","1,631","1,652","1,440","1,161","652","172","23","0","10,423","10,423","753","856","1,380","1,722","1,742","1,609","1,377","664","260","55","5"
"서울특별시 강동구 성내제2동(1174065000)","11,969","11,969","619","595","1,804","2,280","1,850","1,920","1,706","912","260","19","4","12,393","12,393","529","637","2,185","2,070","1,684","1,975","1,885","976","368","70","14"
"서울특별시 강동구 성내제3동(1174066000)","11,580","11,580","700","1,098","1,896","1,808","1,775","1,891","1,411","805","176","17","3","11,924","11,924","625","753","1,770","1,762","1,885","2,096","1,761","876","323","64","9"
"서울특별시 강동구 길동(1174068500)","22,851","22,851","1,390","1,619","3,443","3,917","3,539","3,648","3,232","1,625","401","33","4","23,912","23,912","1,266","1,506","3,751","3,750","3,373","4,059","3,655","1,692","687","154","19"
"서울특별시 강동구 둔촌제1동(1174069000)","125","125","4","5","10","13","25","19","25","14","8","1","1","136","136","2","4","8","13","26","11","29","25","4","7","7"
"서울특별시 강동구 둔촌제2동(1174070000)","13,394","13,394","1,035","1,211","1,952","2,041","2,008","2,144","1,877","883","216","26","1","13,741","13,741","871","1,101","1,951","1,984","2,019","2,388","2,048","873","406","89","11"
"부산광역시  (2600000000)","1,667,613","1,667,613","121,904","142,681","226,299","218,081","258,735","278,739","246,463","130,920","40,176","3,208","407","1,735,163","1,735,163","115,707","133,267","207,395","208,514","255,579","296,054","273,506","160,057","72,135","11,507","1,442"
"부산광역시 중구 (2611000000)","20,380","20,380","735","1,068","2,799","2,438","3,008","3,570","3,672","2,202","770","100","18","21,253","21,253","663","1,046","2,797","2,078","2,538","3,553","4,112","2,843","1,298","262","63"
"부산광역시 중구 중앙동(2611051000)","1,173","1,173","20","39","230","207","149","192","196","101","33","6","0","1,182","1,182","20","47","296","193","131","159","176","88","50","20","2"
"부산광역시 중구 동광동(2611052000)","1,465","1,465","39","47","162","139","213","281","274","225","72","12","1","1,481","1,481","46","54","157","123","153","271","306","241","99","27","4"
"부산광역시 중구 대청동(2611053000)","3,111","3,111","118","190","471","364","486","516","540","308","103","11","4","3,449","3,449","97","215","466","327","452","586","600","451","194","57","4"
"부산광역시 중구 보수동(2611054500)","5,210","5,210","205","305","741","596","800","921","887","518","214","20","3","5,462","5,462","195","289","732","529","692","895","1,039","716","314","51","10"
"부산광역시 중구 부평동(2611056000)","2,234","2,234","68","112","260","259","312","387","451","272","94","14","5","2,491","2,491","51","97","284","235","258","432","554","346","180","35","19"
"부산광역시 중구 광복동(2611057000)","542","542","10","22","64","58","66","95","136","59","24","6","2","529","529","8","16","44","55","55","102","122","73","40","12","2"
"부산광역시 중구 남포동(2611058000)","581","581","10","14","44","56","68","134","167","70","12","6","0","464","464","7","15","35","44","40","74","124","84","35","5","1"
"부산광역시 중구 영주제1동(2611059000)","2,438","2,438","102","108","395","383","404","371","363","222","78","10","2","2,391","2,391","93","110","403","282","289","351","404","276","151","25","7"
"부산광역시 중구 영주제2동(2611060000)","3,626","3,626","163","231","432","376","510","673","658","427","140","15","1","3,804","3,804","146","203","380","290","468","683","787","568","235","30","14"
"부산광역시 서구 (2614000000)","52,313","52,313","2,928","3,692","6,710","5,909","7,605","9,282","8,732","5,350","1,897","174","34","55,621","55,621","2,713","3,649","6,839","5,518","7,080","8,886","9,987","6,941","3,357","564","87"
"부산광역시 서구 동대신제1동(2614051000)","2,218","2,218","113","142","312","272","320","382","349","228","91","9","0","2,424","2,424","112","155","304","252","286","376","441","290","180","24","4"
"부산광역시 서구 동대신제2동(2614052000)","3,790","3,790","183","261","427","376","541","662","676","461","191","11","1","3,977","3,977","159","292","357","318","504","685","757","568","290","44","3"
"부산광역시 서구 동대신제3동(2614053000)","3,584","3,584","209","249","540","434","530","581","549","348","126","16","2","4,105","4,105","207","279","640","423","533","582","702","447","243","41","8"
"부산광역시 서구 서대신제1동(2614054000)","5,708","5,708","469","459","757","768","887","929","750","490","177","20","2","6,405","6,405","441","465","812","818","923","958","932","665","327","61","3"
"부산광역시 서구 서대신제3동(2614056000)","4,095","4,095","329","402","527","435","651","681","589","341","125","15","0","4,739","4,739","317","460","550","472","733","791","697","429","246","41","3"
"부산광역시 서구 서대신제4동(2614057000)","3,903","3,903","363","415","498","436","605","635","549","271","122","9","0","4,118","4,118","302","363","467","480","656","660","584","368","195","39","4"
"부산광역시 서구 부민동(2614059000)","3,794","3,794","247","295","692","515","545","566","537","267","118","9","3","4,172","4,172","221","299","871","518","519","566","592","352","184","46","4"
"부산광역시 서구 아미동(2614061500)","3,665","3,665","57","175","395","325","513","715","778","488","193","16","10","3,572","3,572","56","151","372","246","360","578","763","644","327","57","18"
"부산광역시 서구 초장동(2614063000)","2,359","2,359","60","95","243","216","364","463","478","328","96","14","2","2,376","2,376","60","99","205","176","260","367","512","422","237","31","7"
"부산광역시 서구 충무동(2614064000)","4,864","4,864","269","282","640","652","696","883","791","473","158","16","4","5,288","5,288","250","260","766","611","650","852","926","662","262","38","11"
"부산광역시 서구 남부민제1동(2614065000)","2,606","2,606","67","106","242","296","355","527","534","351","115","11","2","2,533","2,533","71","105","205","206","242","433","608","442","185","31","5"
"부산광역시 서구 남부민제2동(2614066000)","4,893","4,893","188","293","505","460","687","947","989","641","169","11","3","4,896","4,896","175","261","417","364","579","789","1,070","838","341","52","10"
"부산광역시 서구 암남동(2614068000)","6,834","6,834","374","518","932","724","911","1,311","1,163","663","216","17","5","7,016","7,016","342","460","873","634","835","1,249","1,403","814","340","59","7"
"부산광역시 동구 (2617000000)","44,016","44,016","2,242","2,718","5,418","5,705","6,498","7,628","7,550","4,527","1,548","153","29","45,705","45,705","1,977","2,537","5,284","4,899","5,670","7,403","8,332","6,174","2,938","421","70"
"부산광역시 동구 초량제1동(2617051000)","2,427","2,427","74","154","346","289","392","427","401","264","71","7","2","2,421","2,421","105","120","330","234","311","373","447","326","153","19","3"
"부산광역시 동구 초량제2동(2617052000)","2,894","2,894","99","140","338","321","434","543","549","340","108","18","4","2,951","2,951","66","129","319","240","342","488","652","466","208","36","5"
"부산광역시 동구 초량제3동(2617053000)","5,537","5,537","523","375","715","1,198","879","818","619","294","96","15","5","5,712","5,712","475","318","974","1,122","834","771","619","372","183","41","3"
"부산광역시 동구 초량제6동(2617055000)","3,145","3,145","119","229","373","301","450","540","571","389","156","12","5","3,316","3,316","96","191","308","241","408","520","661","556","281","46","8"
"부산광역시 동구 수정제1동(2617056000)","2,076","2,076","100","157","272","221","320","359","322","234","82","9","0","2,194","2,194","92","164","232","177","291","363","409","320","125","16","5"
"부산광역시 동구 수정제2동(2617057000)","4,877","4,877","208","308","626","648","693","835","844","528","166","18","3","5,288","5,288","204","314","635","524","642","879","988","713","343","33","13"
"부산광역시 동구 수정제4동(2617059000)","2,132","2,132","72","145","220","189","289","411","400","289","105","12","0","2,120","2,120","53","102","164","127","224","336","419","456","209","28","2"
"부산광역시 동구 수정제5동(2617060000)","2,719","2,719","109","187","336","241","393","481","486","359","113","14","0","2,961","2,961","87","184","262","212","346","518","587","490","233","40","2"
"부산광역시 동구 좌천동(2617064500)","5,452","5,452","271","320","703","636","785","932","943","624","223","11","4","5,771","5,771","205","337","632","570","687","962","1,073","858","388","50","9"
"부산광역시 동구 범일제1동(2617065000)","5,995","5,995","214","320","718","649","810","1,117","1,240","671","235","18","3","6,204","6,204","188","338","628","543","657","1,071","1,316","907","486","60","10"
"부산광역시 동구 범일제2동(2617066000)","4,483","4,483","260","238","571","633","665","841","784","350","127","12","2","4,421","4,421","224","211","569","574","606","802","792","428","188","21","6"
"부산광역시 동구 범일제5동(2617068000)","2,279","2,279","193","145","200","379","388","324","391","185","66","7","1","2,346","2,346","182","129","231","335","322","320","369","282","141","31","4"
"부산광역시 영도구 (2620000000)","56,583","56,583","2,754","3,967","6,628","5,970","8,156","10,138","10,453","6,320","2,021","143","33","58,290","58,290","2,701","3,691","5,544","5,132","7,378","9,830","11,401","8,232","3,695","588","98"
"부산광역시 영도구 남항동(2620053000)","5,405","5,405","200","282","547","570","783","1,097","1,043","649","223","9","2","5,425","5,425","205","265","501","491","613","876","1,125","873","398","72","6"
"부산광역시 영도구 영선제1동(2620054000)","2,016","2,016","99","139","243","215","267","363","369","233","79","5","4","2,148","2,148","88","117","209","184","273","362","459","307","123","21","5"
"부산광역시 영도구 영선제2동(2620055000)","4,379","4,379","222","327","493","445","564","775","815","527","189","19","3","4,628","4,628","211","282","403","407","576","795","890","698","299","58","9"
"부산광역시 영도구 신선동(2620058500)","4,666","4,666","133","275","432","405","669","953","898","644","240","12","5","4,644","4,644","101","241","392","274","491","755","966","925","423","69","7"
"부산광역시 영도구 봉래제1동(2620059000)","3,619","3,619","192","217","383","428","544","623","678","396","139","15","4","3,769","3,769","199","215","349","370","443","583","768","494","282","41","25"
"부산광역시 영도구 봉래제2동(2620060500)","2,660","2,660","75","149","285","250","395","504","487","366","137","8","4","2,681","2,681","81","137","226","167","303","438","573","530","199","23","4"
"부산광역시 영도구 청학제1동(2620063000)","3,335","3,335","196","240","318","352","528","568","589","410","118","13","3","3,515","3,515","190","217","299","328","488","534","652","519","232","47","9"
"부산광역시 영도구 청학제2동(2620064000)","9,245","9,245","543","756","1,086","1,032","1,392","1,637","1,584","927","263","19","6","9,392","9,392","537","693","916","885","1,323","1,622","1,768","1,065","494","80","9"
"부산광역시 영도구 동삼제1동(2620065000)","14,223","14,223","805","1,185","1,928","1,554","2,062","2,434","2,487","1,343","399","26","0","14,928","14,928","810","1,142","1,583","1,436","2,089","2,702","2,655","1,659","736","100","16"
"부산광역시 영도구 동삼제2동(2620066000)","1,898","1,898","100","100","384","204","251","260","335","197","56","10","1","1,705","1,705","86","97","235","153","187","232","342","252","102","18","1"
"부산광역시 영도구 동삼제3동(2620067000)","5,137","5,137","189","297","529","515","701","924","1,168","628","178","7","1","5,455","5,455","193","285","431","437","592","931","1,203","910","407","59","7"
"부산광역시 부산진구 (2623000000)","172,953","172,953","11,005","12,953","25,613","24,284","26,023","28,477","25,749","13,903","4,550","349","47","184,742","184,742","10,663","12,417","26,386","23,358","25,546","30,380","28,868","17,768","8,027","1,150","179"
"부산광역시 부산진구 부전제1동(2623051000)","7,825","7,825","314","313","1,514","1,332","967","1,376","1,191","611","188","16","3","7,766","7,766","327","269","1,728","1,127","828","1,166","1,188","734","334","54","11"
"부산광역시 부산진구 부전제2동(2623052000)","5,057","5,057","344","247","977","959","786","758","631","264","77","14","0","5,092","5,092","306","252","1,033","836","712","818","644","307","144","33","7"
"부산광역시 부산진구 연지동(2623054000)","9,765","9,765","744","939","1,102","1,191","1,607","1,487","1,498","866","305","24","2","10,843","10,843","738","916","984","1,142","1,715","1,785","1,818","1,163","505","73","4"
"부산광역시 부산진구 초읍동(2623055000)","10,900","10,900","694","866","1,235","1,300","1,584","1,777","1,831","1,197","392","23","1","11,535","11,535","628","712","1,111","1,186","1,560","1,935","2,202","1,466","635","88","12"
"부산광역시 부산진구 양정제1동(2623056000)","9,737","9,737","624","804","1,445","1,222","1,497","1,729","1,394","716","281","21","4","10,688","10,688","624","800","1,417","1,241","1,545","1,903","1,575","1,000","509","66","8"
"부산광역시 부산진구 양정제2동(2623057000)","6,014","6,014","299","302","1,169","1,113","902","861","754","446","153","11","4","7,108","7,108","291","336","1,751","1,201","911","845","872","593","260","44","4"
"부산광역시 부산진구 전포제1동(2623060000)","8,630","8,630","438","505","1,819","1,614","1,218","1,159","1,015","611","228","20","3","9,521","9,521","469","508","2,254","1,549","1,188","1,134","1,123","823","389","71","13"
"부산광역시 부산진구 전포제2동(2623061000)","10,110","10,110","576","631","1,596","1,543","1,491","1,481","1,499","924","348","17","4","11,359","11,359","501","599","1,832","1,607","1,538","1,657","1,792","1,224","526","74","9"
"부산광역시 부산진구 부암제1동(2623064000)","10,976","10,976","1,011","928","1,251","1,460","1,895","1,779","1,497","892","232","24","7","11,509","11,509","962","891","1,166","1,533","1,818","1,913","1,631","1,079","432","60","24"
"부산광역시 부산진구 부암제3동(2623066000)","8,991","8,991","595","1,030","1,150","919","1,441","1,723","1,270","656","190","14","3","9,237","9,237","588","965","937","906","1,515","1,741","1,397","801","331","48","8"
"부산광역시 부산진구 당감제1동(2623067000)","11,617","11,617","625","1,056","1,629","1,285","1,737","2,180","1,869","900","305","30","1","12,647","12,647","643","1,025","1,368","1,163","1,876","2,398","2,141","1,263","658","101","11"
"부산광역시 부산진구 당감제2동(2623068000)","4,991","4,991","400","359","628","854","754","729","705","418","134","9","1","5,363","5,363","381","360","623","818","751","820","856","498","224","26","6"
"부산광역시 부산진구 당감제4동(2623070000)","5,853","5,853","396","497","701","694","919","1,148","884","466","138","8","2","6,100","6,100","357","506","617","699","907","1,159","971","574","266","38","6"
"부산광역시 부산진구 가야제1동(2623071000)","10,101","10,101","482","668","1,763","1,284","1,483","1,709","1,575","863","259","15","0","10,147","10,147","496","611","1,516","1,065","1,303","1,782","1,778","1,110","417","61","8"
"부산광역시 부산진구 가야제2동(2623072000)","8,274","8,274","528","719","1,126","957","1,179","1,377","1,344","787","232","22","3","8,702","8,702","521","653","998","942","1,195","1,516","1,564","896","352","56","9"
"부산광역시 부산진구 개금제1동(2623074000)","8,261","8,261","650","499","1,471","1,411","1,282","1,252","973","549","164","10","0","9,049","9,049","628","524","1,882","1,406","1,172","1,321","1,150","645","280","39","2"
"부산광역시 부산진구 개금제2동(2623075000)","5,664","5,664","329","471","851","658","812","982","893","498","158","11","1","5,935","5,935","366","448","759","567","822","1,007","1,004","641","290","29","2"
"부산광역시 부산진구 개금제3동(2623076000)","14,502","14,502","1,028","1,303","1,978","1,764","2,148","2,570","2,385","968","339","18","1","15,393","15,393","932","1,308","1,761","1,757","2,196","2,965","2,486","1,225","661","94","8"
"부산광역시 부산진구 범천제1동(2623077000)","5,700","5,700","256","254","1,023","1,097","824","873","807","404","146","15","1","6,285","6,285","266","251","1,372","1,084","756","844","862","537","270","36","7"
"부산광역시 부산진구 범천제2동(2623078000)","9,985","9,985","672","562","1,185","1,627","1,497","1,527","1,734","867","281","27","6","10,463","10,463","639","483","1,277","1,529","1,238","1,671","1,814","1,189","544","59","20"
"부산광역시 동래구 (2626000000)","132,823","132,823","10,363","13,188","17,501","17,032","21,154","21,333","18,771","10,193","3,023","243","22","139,731","139,731","9,675","12,009","15,842","16,885","22,299","23,622","21,534","11,927","4,988","836","114"
"부산광역시 동래구 수민동(2626051000)","16,137","16,137","1,377","1,527","2,167","2,227","2,491","2,503","2,235","1,217","353","32","8","16,850","16,850","1,309","1,291","1,882","2,197","2,568","2,874","2,583","1,452","596","89","9"
"부산광역시 동래구 복산동(2626052000)","5,109","5,109","199","360","644","523","700","900","969","582","213","19","0","5,375","5,375","186","312","532","414","641","958","1,088","788","373","61","22"
"부산광역시 동래구 명륜동(2626054500)","12,115","12,115","1,338","1,761","1,299","1,478","2,383","1,754","1,199","673","212","18","0","12,734","12,734","1,288","1,422","1,253","1,694","2,558","1,850","1,421","816","351","74","7"
"부산광역시 동래구 온천제1동(2626055000)","9,170","9,170","521","566","1,310","1,595","1,507","1,463","1,212","715","254","24","3","10,192","10,192","543","561","1,599","1,585","1,542","1,561","1,388","918","400","72","23"
"부산광역시 동래구 온천제2동(2626056000)","7,412","7,412","441","793","984","776","1,030","1,199","1,158","731","273","24","3","7,914","7,914","470","669","801","726","1,141","1,368","1,359","870","422","84","4"
"부산광역시 동래구 온천제3동(2626057000)","19,125","19,125","1,356","1,545","2,907","2,782","2,752","3,180","2,733","1,397","438","34","1","19,915","19,915","1,259","1,407","2,759","2,673","2,912","3,496","3,084","1,603","617","91","14"
"부산광역시 동래구 사직제1동(2626058000)","5,212","5,212","428","473","711","713","880","817","629","411","143","6","1","5,637","5,637","413","556","621","705","913","887","788","504","209","40","1"
"부산광역시 동래구 사직제2동(2626059000)","13,844","13,844","1,319","2,083","1,766","1,368","2,616","2,317","1,545","687","131","11","1","14,715","14,715","1,283","2,092","1,502","1,563","3,107","2,373","1,630","786","317","58","4"
"부산광역시 동래구 사직제3동(2626060000)","8,844","8,844","915","947","993","1,027","1,599","1,292","1,161","708","193","9","0","8,977","8,977","672","791","888","1,079","1,571","1,341","1,390","859","327","54","5"
"부산광역시 동래구 안락제1동(2626074000)","7,496","7,496","465","554","945","930","1,110","1,231","1,296","728","218","17","2","7,656","7,656","377","471","837","828","1,007","1,404","1,510","831","331","55","5"
"부산광역시 동래구 안락제2동(2626075000)","13,717","13,717","1,032","1,486","1,803","1,634","2,104","2,300","2,062","1,004","268","24","0","14,428","14,428","972","1,391","1,496","1,609","2,363","2,600","2,331","1,108","479","67","12"
"부산광역시 동래구 명장제1동(2626076100)","7,169","7,169","527","526","906","949","1,034","1,148","1,247","646","170","14","2","7,508","7,508","484","557","799","909","980","1,363","1,373","700","297","41","5"
"부산광역시 동래구 명장제2동(2626076200)","7,473","7,473","445","567","1,066","1,030","948","1,229","1,325","694","157","11","1","7,830","7,830","419","489","873","903","996","1,547","1,589","692","269","50","3"
"부산광역시 남구 (2629000000)","132,209","132,209","9,482","12,153","18,770","15,932","21,308","21,058","18,641","11,104","3,491","246","24","137,916","137,916","9,138","11,397","16,599","15,185","21,213","22,235","21,764","13,708","5,675","890","112"
"부산광역시 남구 대연제1동(2629051000)","8,061","8,061","281","506","1,948","1,076","1,107","1,099","1,050","721","257","14","2","8,077","8,077","306","487","1,629","841","986","1,186","1,334","914","336","49","9"
"부산광역시 남구 대연제3동(2629053000)","16,216","16,216","1,498","1,634","3,178","2,174","2,781","2,220","1,578","842","285","24","2","17,082","17,082","1,401","1,580","3,102","2,232","2,950","2,467","1,785","1,009","460","84","12"
"부산광역시 남구 대연제4동(2629054000)","6,260","6,260","545","454","681","953","1,012","880","919","602","203","10","1","6,559","6,559","516","411","609","912","873","1,032","1,080","770","309","38","9"
"부산광역시 남구 대연제5동(2629055000)","8,271","8,271","583","762","1,339","1,044","1,329","1,202","1,064","676","255","16","1","8,837","8,837","539","749","1,293","1,026","1,370","1,263","1,330","874","346","42","5"
"부산광역시 남구 대연제6동(2629056000)","7,536","7,536","879","794","885","1,103","1,328","1,072","824","495","141","15","0","8,116","8,116","959","708","883","1,190","1,385","1,165","995","562","221","41","7"
"부산광역시 남구 용호제1동(2629057000)","21,802","21,802","1,778","2,679","2,731","2,027","3,708","3,823","2,937","1,551","509","57","2","23,527","23,527","1,795","2,563","2,354","2,352","4,245","4,058","3,258","1,926","824","146","6"
"부산광역시 남구 용호제2동(2629058000)","8,672","8,672","785","980","938","970","1,496","1,305","1,283","717","184","13","1","8,954","8,954","733","858","768","970","1,500","1,448","1,483","770","354","62","8"
"부산광역시 남구 용호제3동(2629059000)","6,150","6,150","259","463","808","661","842","1,083","1,127","711","187","9","0","6,516","6,516","273","463","665","535","829","1,161","1,366","848","323","46","7"
"부산광역시 남구 용호제4동(2629060000)","4,296","4,296","309","329","502","594","685","641","706","407","108","13","2","4,598","4,598","257","353","454","537","678","742","888","481","172","29","7"
"부산광역시 남구 용당동(2629061000)","4,129","4,129","269","385","590","402","666","744","640","333","94","5","1","3,963","3,963","238","381","408","361","623","696","662","419","144","30","1"
"부산광역시 남구 감만제1동(2629062000)","7,293","7,293","397","574","934","795","1,136","1,236","1,260","728","218","12","3","7,003","7,003","357","467","688","684","954","1,198","1,351","895","349","48","12"
"부산광역시 남구 감만제2동(2629063000)","3,567","3,567","190","268","394","393","589","618","553","427","133","2","0","3,631","3,631","154","242","307","317","494","591","751","541","207","24","3"
